"ArrayNumber","Simulation","Bout","Q1","Q2","Qall","QallRelative"
1,1,1,0.00422711,0.01684409,0.021,0.218747972024009
1,1,2,0.00164873,0.03694601,0.039,0.406246233758875
1,1,3,0.01875837,0.02383756,0.043,0.4479125141444
1,1,4,0.01570088,0.01196507,0.028,0.291663962698679
1,1,5,0.02066755,0.00426683,0.025,0.260414252409535
1,1,6,0.01188141,0.01107677,0.023,0.239581112216772
1,1,7,0.01669236,0.00463358,0.021,0.218747972024009
1,1,8,0.01122568,0.02532585,0.037,0.385413093566112
1,1,9,0.01375441,0.01430199,0.028,0.291663962698679
1,1,10,0.02105878,0.00672682,0.028,0.291663962698679
1,1,11,0.01337555,0.00516689,0.019,0.197914831831247
1,1,12,0.02067119,0.00810077,0.029,0.302080532795061
1,1,13,0.0181687,0.01374038,0.032,0.333330243084205
1,1,14,0.01423909,0.03452742,0.049,0.510411934722689
1,1,15,0.01508993,0.01640512,0.031,0.322913672987823
1,1,16,0.0153152,0.00693617,0.022,0.229164542120391
1,1,17,0.01537531,0.02888328,0.044,0.458329084240781
1,1,18,0.01418065,0.02357683,0.038,0.395829663662493
1,1,19,0.01004368,0.02220612,0.032,0.333330243084205
1,1,20,0.02422023,0.03424593,0.058,0.604161065590121
1,1,21,0.01218033,0.01100246,0.023,0.239581112216772
1,1,22,0.03034347,0.01283701,0.043,0.4479125141444
1,1,23,0.01134821,0.01937531,0.031,0.322913672987823
1,1,24,0.01632864,0.02888322,0.045,0.468745654337163
1,1,25,0.01217514,0.03452742,0.047,0.489578794529926
1,1,26,0.02458455,0.01412385,0.039,0.406246233758875
1,1,27,0.02909937,0.02192119,0.051,0.531245074915451
1,1,28,0.01547823,0.03452742,0.05,0.52082850481907
1,1,29,0.01303596,0.03452742,0.048,0.499995364626307
1,1,30,0.03264995,0.02210032,0.055,0.572911355300977
1,1,31,0.01640535,0.02202965,0.038,0.395829663662493
1,1,32,0.01547823,0.03452742,0.05,0.52082850481907
1,1,33,0.02121101,0.01770695,0.039,0.406246233758875
1,1,34,0.0247785,0.01725182,0.042,0.437495944048019
1,1,35,0.01640535,0.03694601,0.053,0.552078215108214
1,1,36,0.03482601,0.01038954,0.045,0.468745654337163
1,1,37,0.02093762,0.01534552,0.036,0.37499652346973
1,1,38,0.01476395,0.01348045,0.028,0.291663962698679
1,1,39,0.0247785,0.01083077,0.036,0.37499652346973
1,1,40,0.01254947,0.02436923,0.037,0.385413093566112
1,1,41,0.01209206,0.03452742,0.047,0.489578794529926
1,1,42,0.00952766,0.03744568,0.047,0.489578794529926
1,1,43,0.01547823,0.03744568,0.053,0.552078215108214
1,1,44,0.03482601,0.01534552,0.05,0.52082850481907
1,1,45,0.01640535,0.03744568,0.054,0.562494785204596
1,1,46,0.0205038,0.01390448,0.034,0.354163383276968
1,1,47,0.01547823,0.03744568,0.053,0.552078215108214
1,1,48,0.02063916,0.02117366,0.042,0.437495944048019
1,1,49,0.03482601,0.02192119,0.057,0.59374449549374
1,1,50,0.03482601,0.01450047,0.049,0.510411934722689
1,2,1,0.02287567,0.00456082,0.027,0.281247392602298
1,2,2,0.00807265,0.02090474,0.029,0.302080532795061
1,2,3,0.00770134,0.01119084,0.019,0.197914831831247
1,2,4,0.01775419,0.02431993,0.042,0.437495944048019
1,2,5,0.01532165,0.00847327,0.024,0.249997682313154
1,2,6,0.01404387,0.01142949,0.025,0.260414252409535
1,2,7,0.01012246,0.00806879,0.018,0.187498261734865
1,2,8,0.01140566,0.01959931,0.031,0.322913672987823
1,2,9,0.00896209,0.01446686,0.023,0.239581112216772
1,2,10,0.00775585,0.02827832,0.036,0.37499652346973
1,2,11,0.00592679,0.02801262,0.034,0.354163383276968
1,2,12,0.01332383,0.0190887,0.032,0.333330243084205
1,2,13,0.06160018,0.02497904,0.087,0.906241598385181
1,2,14,0.03258089,0.00848386,0.041,0.427079373951637
1,2,15,0.01276612,0.02287174,0.036,0.37499652346973
1,2,16,0.02370717,0.0145856,0.038,0.395829663662493
1,2,17,0.02370717,0.01547826,0.039,0.406246233758875
1,2,18,0.01954331,0.01448617,0.034,0.354163383276968
1,2,19,0.02370717,0.02549188,0.049,0.510411934722689
1,2,20,0.00817348,0.0108713,0.019,0.197914831831247
1,2,21,0.02370717,0.01738363,0.041,0.427079373951637
1,2,22,0.0144804,0.01292939,0.027,0.281247392602298
1,2,23,0.03048062,0.00366872,0.034,0.354163383276968
1,2,24,0.01954331,0.03270839,0.052,0.541661645011833
1,2,25,0.01100869,0.02743121,0.038,0.395829663662493
1,2,26,0.00584307,0.02659185,0.032,0.333330243084205
1,2,27,0.01089951,0.02659185,0.037,0.385413093566112
1,2,28,0.02370717,0.01855067,0.042,0.437495944048019
1,2,29,0.01398991,0.00933788,0.023,0.239581112216772
1,2,30,0.02370717,0.0265919,0.05,0.52082850481907
1,2,31,0.01154844,0.0265919,0.038,0.395829663662493
1,2,32,0.02370717,0.0156374,0.039,0.406246233758875
1,2,33,0.0348593,0.00566938,0.041,0.427079373951637
1,2,34,0.00892035,0.01571592,0.025,0.260414252409535
1,2,35,0.01457404,0.0265919,0.041,0.427079373951637
1,2,36,0.02484148,0.0265919,0.051,0.531245074915451
1,2,37,0.02370717,0.01975227,0.043,0.4479125141444
1,2,38,0.02472191,0.02645663,0.051,0.531245074915451
1,2,39,0.01263411,0.03270839,0.045,0.468745654337163
1,2,40,0.02370717,0.03270839,0.056,0.583327925397358
1,2,41,0.02370717,0.02747576,0.051,0.531245074915451
1,2,42,0.02182249,0.01177502,0.034,0.354163383276968
1,2,43,0.02370717,0.03303105,0.057,0.59374449549374
1,2,44,0.02370717,0.0265919,0.05,0.52082850481907
1,2,45,0.01823841,0.03270839,0.051,0.531245074915451
1,2,46,0.02370717,0.03270839,0.056,0.583327925397358
1,2,47,0.01156076,0.03303105,0.045,0.468745654337163
1,2,48,0.02370717,0.03270839,0.056,0.583327925397358
1,2,49,0.01628979,0.03270839,0.049,0.510411934722689
1,2,50,0.01564295,0.0265919,0.042,0.437495944048019
1,3,1,0.00253843,0.01395521,0.016,0.166665121542102
