"ArrayNumber","Simulation","Bout","Q1","Q2","Qall","QallRelative"
1,1,1,0.02967039,0.00891978,0.039,0.517764156302643
1,1,2,0.02880735,0.02731424,0.056,0.743456224434565
1,1,3,0.012447,0.01854586,0.031,0.411556124240563
1,1,4,0.02619602,0.01947542,0.046,0.610696184356964
1,1,5,0.01634215,0.02435471,0.041,0.544316164318164
1,1,6,0.02424471,0.01992778,0.044,0.584144176341444
1,1,7,0.02204877,0.01891647,0.041,0.544316164318164
1,1,8,0.04090416,0.02222549,0.063,0.836388252488886
1,1,9,0.02150186,0.01535189,0.037,0.491212148287123
1,1,10,0.03614726,0.02741786,0.064,0.849664256496646
1,1,11,0.02535732,0.02592388,0.051,0.677076204395765
1,1,12,0.02592029,0.02476123,0.051,0.677076204395765
1,1,13,0.01646998,0.0190532,0.036,0.477936144279363
1,1,14,0.01489562,0.01956268,0.034,0.451384136263843
1,1,15,0.01611472,0.02957599,0.046,0.610696184356964
1,1,16,0.01543232,0.02777923,0.043,0.570868172333684
1,1,17,0.02396654,0.01444305,0.038,0.504488152294883
1,1,18,0.03141606,0.02896347,0.06,0.796560240465605
1,1,19,0.02692382,0.01595549,0.043,0.570868172333684
1,1,20,0.02205631,0.02546353,0.048,0.637248192372484
1,1,21,0.02387783,0.03014834,0.054,0.716904216419045
1,1,22,0.02423516,0.02519655,0.049,0.650524196380244
1,1,23,0.02323371,0.01483125,0.038,0.504488152294883
1,1,24,0.02246612,0.00724499,0.03,0.398280120232803
1,1,25,0.00406218,0.02756872,0.032,0.424832128248323
1,1,26,0.0093635,0.02896814,0.038,0.504488152294883
1,1,27,0.03858954,0.02553878,0.064,0.849664256496646
1,1,28,0.01948825,0.02402471,0.044,0.584144176341444
1,1,29,0.0245876,0.02366018,0.048,0.637248192372484
1,1,30,0.01585576,0.02296083,0.039,0.517764156302643
1,1,31,0.0207613,0.02821446,0.049,0.650524196380244
1,1,32,0.02090116,0.02806672,0.049,0.650524196380244
1,1,33,0.04259672,0.02096026,0.064,0.849664256496646
1,1,34,0.0152637,0.02929458,0.045,0.597420180349204
1,1,35,0.01400679,0.02411908,0.038,0.504488152294883
1,1,36,0.02179803,0.01713715,0.039,0.517764156302643
1,1,37,0.02970202,0.02271284,0.052,0.690352208403525
1,1,38,0.02345142,0.01877832,0.042,0.557592168325924
1,1,39,0.02049904,0.02733392,0.048,0.637248192372484
1,1,40,0.02879368,0.02199165,0.051,0.677076204395765
1,1,41,0.01877167,0.02652482,0.045,0.597420180349204
1,1,42,0.01857439,0.01522845,0.034,0.451384136263843
1,1,43,0.01432625,0.01719697,0.032,0.424832128248323
1,1,44,0.02712187,0.01130108,0.038,0.504488152294883
1,1,45,0.02571715,0.02012063,0.046,0.610696184356964
1,1,46,0.02755961,0.02193165,0.049,0.650524196380244
1,1,47,0.00498898,0.02822474,0.033,0.438108132256083
1,1,48,0.0278118,0.01522193,0.043,0.570868172333684
1,1,49,0.0234079,0.03000131,0.053,0.703628212411285
1,1,50,0.02743423,0.0265567,0.054,0.716904216419045
1,2,1,0.02816225,0.04155827,0.07,0.929320280543206
1,2,2,0.03945876,0.02563452,0.065,0.862940260504406
1,2,3,0.028929,0.01086434,0.04,0.531040160310404
1,2,4,0.01279429,0.01618791,0.029,0.385004116225043
1,2,5,0.01726239,0.02303472,0.04,0.531040160310404
1,2,6,0.02284765,0.01769794,0.041,0.544316164318164
1,2,7,0.02538374,0.02419418,0.05,0.663800200388004
1,2,8,0.02215023,0.0238573,0.046,0.610696184356964
1,2,9,0.00471047,0.02346981,0.028,0.371728112217283
1,2,10,0.01953955,0.01354057,0.033,0.438108132256083
1,2,11,0.02700733,0.02367483,0.051,0.677076204395765
1,2,12,0.00699846,0.02894657,0.036,0.477936144279363
1,2,13,0.0295864,0.01515162,0.045,0.597420180349204
1,2,14,0.02445108,0.00957176,0.034,0.451384136263843
1,2,15,0.02335503,0.02783488,0.051,0.677076204395765
1,2,16,0.02766543,0.01575418,0.043,0.570868172333684
1,2,17,0.02161304,0.0274519,0.049,0.650524196380244
1,2,18,0.01291755,0.02483663,0.038,0.504488152294883
1,2,19,0.0217681,0.0404467,0.062,0.823112248481126
1,2,20,0.00580442,0.0311603,0.037,0.491212148287123
1,2,21,0.03576892,0.01510193,0.051,0.677076204395765
1,2,22,0.01529255,0.01480011,0.03,0.398280120232803
1,2,23,0.0075429,0.01930143,0.027,0.358452108209522
1,2,24,0.0300181,0.02257595,0.053,0.703628212411285
1,2,25,0.02220351,0.02453654,0.047,0.623972188364724
1,2,26,0.02153664,0.02744866,0.049,0.650524196380244
1,2,27,0.04055892,0.01292653,0.053,0.703628212411285
1,2,28,0.01702304,0.02534136,0.042,0.557592168325924
1,2,29,0.02350804,0.02244346,0.046,0.610696184356964
1,2,30,0.01739026,0.02785761,0.045,0.597420180349204
1,2,31,0.02704927,0.02116474,0.048,0.637248192372484
1,2,32,0.0294835,0.01564726,0.045,0.597420180349204
1,2,33,0.02629555,0.00832115,0.035,0.464660140271603
1,2,34,0.01346969,0.02083488,0.034,0.451384136263843
1,2,35,0.01285813,0.02776098,0.041,0.544316164318164
1,2,36,0.02925642,0.01651119,0.046,0.610696184356964
1,2,37,0.02570303,0.01660338,0.042,0.557592168325924
1,2,38,0.02267168,0.02809851,0.051,0.677076204395765
1,2,39,0.00739065,0.02805474,0.035,0.464660140271603
1,2,40,0.00875539,0.02129968,0.03,0.398280120232803
1,2,41,0.02160649,0.00932033,0.031,0.411556124240563
1,2,42,0.01617927,0.02047471,0.037,0.491212148287123
1,2,43,0.00680044,0.0262223,0.033,0.438108132256083
1,2,44,0.02168011,0.01921059,0.041,0.544316164318164
1,2,45,0.0103715,0.02798639,0.038,0.504488152294883
1,2,46,0.02845873,0.02246892,0.051,0.677076204395765
1,2,47,0.01614584,0.03048429,0.047,0.623972188364724
1,2,48,0.01943077,0.03058999,0.05,0.663800200388004
1,2,49,0.02848456,0.01285962,0.041,0.544316164318164
